날짜,기사_제목,기사_url,기사_내용
13 April 2023,Mecalac to relocate UK production HQ,"https://www.earthmoversmagazine.co.uk/news/view,mecalac-to-relocate-uk-production-hq_5920.htm","Mecalac Construction Equipment UK has announced the relocation of its national production headquarters to a state-of-the-art manufacturing facility in Coventry. Situated just a few miles from the company’s existing site in Prologis Park, the new development will house Mecalac’s site dumper and compaction roller operations. Fitted with the latest production line technologies, the new site will also be responsible for manufacturing the company’s brand new Revotruck product, which was recently unveiled at the bauma exhibition in Germany. Team members will be transferred to the new site, with the move set to be complete by the end of April 2023. The 81,000sq ft facility will be the most environmentally-advanced development in the Mecalac group, featuring air source heat pumps, internal and external LED lighting, a rooftop solar array, rainwater harvesting technology and an increased number of EV chargers installed in the car park. This, alongside the company’s investment in a state-of-the-art range of plug-in electric products, demonstrates its commitment to pursuing net-zero. Customers will experience minimal disruption, with the move already taken into account when planning 2023 volumes. Production availability for Revotruck is set to be announced over the coming months. Modern and sustainable Heath Davies, General Manager at Mecalac Construction Equipment UK commented, “As a global leader in the design and manufacture of compact machinery, we’re committed to investing in our future. In the past few months alone, we’ve revealed an increase to our UK production capability with Revotruck, and ED6 6-tonne electric dumper, demonstrating our commitment to embracing alternative fuels and decarbonising the sector. “However, to maintain this progress, it’s important that we have the right facilities and processes in place,"" Heath continued. ""Whilst our new UK headquarters is just a move a few miles away, the new facility is modern, sustainable, purposely designed for the change in our product mix and therefore perfectly suited to our future manufacturing operations. While we’ve been located in Prologis Park for many years, the site no longer fits our requirements. Embracing a new chapter in our journey will enable us to support the introduction of new model additions, while maintaining Groupe Mecalac’s commitment to UK manufacturing,” Heath Davies concluded. "
12 April 2023,New Cat rotary cutters,"https://www.earthmoversmagazine.co.uk/news/view,new-cat-rotary-cutters_5918.htm","According to Caterpillar, its Rotary Cutters for excavators offer high production in hard material for various applications like trenching and demolition. With controlled breaking and high precision, rotary cutters are ideal for working in confined or urban areas. Rotary cutters can be used in sensitive areas such as neighbourhoods or hospitals, since they produce a lower decibel of sound compared to other breaking tools. New Cat RC20 (1,340kg) and RC30 (2,340kg) models are available to be used with pin-on, S-type, Cat pin grabber or CW couplers. Rotary cutters are compatible with Cat hydro-mechanical work tool brackets, which allow operators to move more smoothly from one task to the next. For space constricting jobs, the rotary cutter can be manually turned either 90 or 270 degrees. Adding an optional hydraulic lines kit, the rotary cutter can be turned up to 180 degrees for cleaning narrow trenches or working away from the machine to help get increased productivity. Ideal for dredging applications, the rotary cutter can be submerged in water without modifications to the tool, says Caterpillar. The direct drive motor offers high torque, production and performance to help operators get the job done faster. With less space between the drums, operators can build narrower trenches while also burning less fuel. Rotary cutter picks are easily replaced with a simple tool and can be switched out quickly. Maintenance panels offer quick and easy access. Mechanical seals help to lock in grease and keep dust out to go longer between servicing. Rotary cutters break up material more to help put less wear and tear on buckets. Operators can track their entire fleet of attachments and machines from one source. Attachments with asset tracking can be viewed within VisionLink alongside Product Link subscribed equipment. Attachments with an asset tracker send an alert if they leave an easy-to-setup site boundary to help keep tools more secure. "
12 April 2023,Sunward set to debut at Plantworx,"https://www.earthmoversmagazine.co.uk/news/view,sunward-set-to-debut-at-plantworx_5917.htm","Plant and equipment manufacturer Sunward is debuting at this year’s Plantworx, the UK's only live demo construction equipment and technology event in 2023. The 500m<sup>2</sup> stand (C-MC1 and C-MC2) for the event at the East of England Arena and Events Centre in Peterborough from June 13th to 15th will host the launch of several new products from Sunward which launched itself in Europe in 2015. Just over half of the stand will be set aside to demonstrate to visitors Sunward’s popular and iF award-winning range of short-tail excavators, including the recently launched SWE 155UF medium excavator. This will be on display alongside the existing 2.5-tonne, zero-tailswing SWE 25UF mini- and SWE 60UF compact excavators. Plantworx will also act as the UK debut for Sunward’s SWE 20FED – a 2-tonne, fully electric mini-excavator, which will head up the static display. This machine is particularly suitable for urban construction sites with strict requirements for emissions and noise, and thanks to its tail swing radius of just 1,110mm, for sites with limited and or confined spaces. The SWE 20FED comes in cab or canopy options and offers exceptional value for money in the new market of electric excavators. It features a lithium-ion battery and a 3-phase asynchronous motor, providing an autonomy of more than six hours under full working load. The machine can be fast charged in under two hours or fully charged in seven. Also debuting in the UK is the new SWE 155UF medium short tail. This is a standout model, weighing 16 tonnes and boasting a short radius, available also with a two-piece boom. It is equipped with a Cummins engine with 90kW/2,200rpm and hydraulic high-performance Hengli, providing exceptional stability and high performance in its category. <img alt="""" class=""inline-image"" height=""585"" src=""/ugc-1/1/6/0/Sunward_Plantworx2edit.jpg"" width=""800""/> Sunward Construction range Sunward's excavator range in Europe spans from micro excavators weighing 1 tonne to hydraulic excavators weighing 36 tonnes. As well as the new electric SWE 20FED and the new SWE 155UF, Sunward’s SWE 08B, SWE 18UF, SWE 35UF and SWE 90UF excavators will also be on display. To complete its ‘Construction’ range, Sunward plans to present its compact tracked loader, the SWTL4538, as well as a scissor lift. Plantworx will see the debut of Sunward’s new SWA 16JE electric articulated boom lift, which is versatile, safe and sustainable for a variety of applications. The machine has all-terrain capabilities and a compact size, making it ideal for indoor and outdoor work. Additionally, it is designed for easy maintenance and has a low total cost of ownership, making it a cost-effective investment. Safety features such as an anti-tilt system and emergency lowering valve are also included. New attachments on exhibit at Plantworx from Sunward Europe include hydraulic quick couplers, augers, sorting grapples, buckets, breakers and Steelwrist tilt-rotators. "
12 April 2023,New Bobcat machine IQ telematics,"https://www.earthmoversmagazine.co.uk/news/view,new-bobcat-machine-iq-telematics_5916.htm","Bobcat has launched the company’s new Machine IQ telematics system, connecting customers to their machines’ information at anytime, anywhere and from any device. The Bobcat Machine IQ telematics system allows customers to check the health of their machines and remotely track information that enhances maintenance, security and performance, all from smart devices or laptops. This simple and powerful tool empowers customers to get the most out of their Bobcat equipment, achieving more while protecting their investment at the same time. Web and Mobile app On 20 March 2023, Bobcat launched a new version of Machine IQ – called Customer Machine IQ Beta – on the web and as a mobile app to give all Bobcat customers access to this technology, which opens a door to Bobcat’s new digital world. This new version of Machine IQ is available in English, French, German, Italian, Spanish and Dutch. All customers in Europe and Israel have access to all of the premium features of Machine IQ free of charge until the end of June 2023. Benefits of Customer Machine IQ include: Planned and unplanned Maintenance (provides critical notifications to manage maintenance and maximise machine uptime); Machine Security (prevents theft and machine misuse with geofence, motion detection and curfew capabilities); and Reporting and Analytics (reviews utilisation reports to optimise performance). Signing up to Customer Machine IQ There are various ways for Bobcat customers to connect with Machine IQ. They can join up by going on the web at my.bobcat.com, creating an account and logging in. Alternatively, the Mobile App for Machine IQ can be downloaded from Google Play/Apple store, where there are also QR codes that can be scanned using the camera on a mobile device to sign up to Machine IQ. Machine IQ can easily be installed on compatible Bobcat machines already in the field. Customers should contact their local dealer to check compatibility. Bobcat dealers can also explain what Machine IQ can do to help customers’ businesses and how to link their Bobcat machines to their account. "
11 April 2023,Allison Transmission partners with Sany in India,"https://www.earthmoversmagazine.co.uk/news/view,allison-transmission-partners-with-sany-in-india_5915.htm","Allison Transmission has signed a Letter of Intent to supply the Allison 4000 Series transmission for Sany’s SKT105 96-ton wide body mining dump (WBMD) truck for the India market. Sany is the first OEM to manufacture WBMD trucks outside of China. Allison’s recent growth in the WBMD application represents an opportunity of $100 million in annual revenue. “Allison’s partnership with Sany has reached a new milestone with this expansion into a new geographic market for our purpose-built transmission for mining applications,” said Kartik Ramanan, Executive Director, Global Off-Highway, Customer Support and Service Engineering. “We’ll draw on our joint success in the wide body truck market in China to create an ecosystem of innovation and growth in the fast-developing India market. Our goal is to create a differentiated value proposition for our customers by providing a reliable and durable transmission that optimises driver comfort and delivers superior total cost of ownership through increased productivity and uptime.” “Our latest collaboration with Allison demonstrates Sany’s global scale and commitment to expanding our reach to new end markets,” said Deepak Garg, Managing Director, Sany Group India and South Asia. “We’re eager to provide our innovative SKT105 WBMD truck, equipped with the proven Allison 4000 Series, to customers in India to increase productivity and improve the way they work in the challenging mining environment.” The SKT105 truck will be used for hauling ore and overburden, the rock or soil layer that needs to be removed in order to access the ore in mining fields. The Allison 4000 Series transmission is specifically designed for the severe duty-cycles that trucks are put through in tough mining environments. Together, Sany and Allison will deliver improved vehicle performance and productivity, as compared to manual and other automatic transmissions. "
11 April 2023,Komatsu expands European Parts Organization facili...,"https://www.earthmoversmagazine.co.uk/news/view,komatsu-expands-european-parts-organization-facilities_5914.htm","Komatsu Europe has expanded its European Parts Organization facilities. The new warehouse expansion will provide additional storage space for Komatsu’s large and heavy weight spare parts, ensuring extra support towards a fast and steady supply of these Genuine Parts to customers across Europe, Africa and the Middle East. The new extension covers an area of 10,000sq m, increasing the total warehouse space in Vilvoorde, Belgium, to over 59,000sq m. It is equipped with recent sustainable technology including 840 solar panels, already installed, to provide a yearly production of 32,499MWh, for an estimated 3,323 tonnes of CO2 reduction over 20 years. More than 1,000 additional solar panels will be installed in the coming year. Other high-tech features include light captures on the roof that rotate with the sun, floor heating, and a safe storage place and foam sprinkler system for hazardous or dangerous materials. The expansion will facilitate support for the Electric Dump Trucks recently delivered to Scandinavia and it will enhance the efficiency of warehouse operations by increasing the inventory for large and heavy weight parts. The new extension is now fully operational. Komatsu Europe will continue to support customers with the highest quality products and services, while strengthening its position as a leading provider of mining, construction, and utility equipment and of Genuine Parts. "
11 April 2023,Classic Merlo gets makeover,"https://www.earthmoversmagazine.co.uk/news/view,classic-merlo-gets-makeover_5913.htm","To mark Merlo UK’s 30th Anniversary, the Italian manufacturer’s UK subsidiary have recently acquired a classic model sold within its first year of UK operations. This 1993 Panoramic 60.10XS was, at the time, the largest telescopic handler in the Merlo range of Panoramic models. Sold in July of 1993 by North Yorkshire former Merlo dealer AM Handling to a local grain merchant, not much is known at present about the applications performed by the machine during its life.  Recently, the machine was located in the Southwest of the UK where it looks to have been performing offshore applications (as evidenced by the hefty lifting shackles it acquired along the way to transport the machine to and from boats).  A full restoration of the P60.10XS is currently underway with the goal of restoring this piece of Merlo UK’s history to its former glory. Regular updates will be posted across Merlo UK’s social media channels through the coming weeks.  Merlo UK intend to exhibit the restored machine at several of this year’s shows and exhibitions, so look out for it during this summer’s show season. "
07 April 2023,SVAB to double production capacity,"https://www.earthmoversmagazine.co.uk/news/view,svab-to-double-production-capacity_5899.htm","SVAB is facing a major expansion and will double its production capacity with a move to a newly built facility in 2024. The ground-breaking has now been done on-site and the new facility that is being built by Askersunds Industrifastigheter will be ready for SVAB in January 2024. The new facility is located in Åsbro (approximately 30km south of Örebro) and SVAB will move its entire operations there from its current location in Hallsberg. SVAB, which develops, manufactures and sells joysticks and control systems primarily for excavators, will be well prepared for future growth following this expansion. “Our sales to OEM machine manufacturers around the world are increasing at a high rate, and at the same time as we need to expand our production capacity we also have to make room for our growing workforce. We currently have around 70 employees and see a great need for recruitment in the coming years,” said Fredrik Eriksson, SVAB CEO. <img alt="""" class=""inline-image"" height=""481"" src=""/ugc-1/1/6/0/New facilities2_edit.jpg"" width=""800""/> Sustainability in focus There is a great focus in the industry on reducing emissions from production and use of construction equipment machines, and SVAB is working with a series of measures to minimise the environmental impact. During 2022, SVAB joined the SBTi (Science Based Targets Initiative) and the company has set climate targets that are in line with scientific models. The goal is that SVAB should be completely climate neutral by 2040. ""The development of more environmentally friendly excavators is progressing rapidly and here we are playing an important role with our innovative electric joysticks and control systems that contribute to making machines more efficient, while we at the same time are actively working to reduce the environmental impact of our own business,"" explained Eriksson. The new facility is designed with sustainability in focus and is built according to the silver level requirements for environmental buildings. A new solar park will also be built to supply the new facility with its own electricity. Askersunds Industrifastigheter, which is a municipality-owned company, that will build the new facility for SVAB sees this as a long-term and sustainable investment for both parties. ""We are very proud to be able to build this facility for SVAB and we see it as a good development of the industrial area in Åsbro, where we want to continue to invest in future new establishments,” said Anders Gustafsson, Askersunds Industrifastigheter CEO. "
27 March 2023,May 2022 Issue ON SALE NOW!,"https://www.earthmoversmagazine.co.uk/news/view,may-2022-issue-on-sale-now_5890.htm","['INCLUDES FREE FORESTRY MACHINERY MAGAZINE  PLANT HIRE: TAKEUCHI TB295W: Tom Grant’s latest Engcon-equipped wheeled excavators in action. SHOW PREVIEW: PLANTWORX 2023: The Editor looks forward to the UK construction machinery show. TECHNOLOGY: CUMMINS POWER: Engine manufacturer showcases its products for a greener future. SHOW REPORT: CAT CHALLENGE: Report from Las Vegas on the global final of the operator skills competition. SHOW REPORT: EXECUTIVE HIRE: Highlights displayed at the recent gathering of the UK plant hire industry. FIRST IMPRESSIONS: JCB JS20MH: WRC Recycling’s latest wheeled materials handler at work near Glasgow. MARKET GUIDE: PEDESTRIAN DUMPERS: Our review of the latest developments in walk-behind site dumpers. FLEET FOCUS: IVOR KING: Specialist excavator attachments are increasingly used to install piles. EXTREME MACHINE: CAT 789: History of the most popular 200t class mining truck in the industry. FLEET FOCUS: CHANNEL PLANT: Bristol-based family business continues to run JCB backhoe-loaders. ATTACHMENTS: MOTOCUT: Range of excavator-mounted concrete pile-cropping attachments. SITE VISIT: GARTELL AND SON: Liebherr’s new 25-tonne R924 excavator on a large-scale dig in chalk. RUNNING REPORT: KOMATSU PC210I-10: GBSS Civils pioneered Komatsu’s intelligent machines in Scotland. FLEET FOCUS: RJ BROOKS & SON: Devon-based fi rm’s pair of ultra-low emissions Doosan excavators. WORKSHOP VISIT: AINSCOUGH’S CRANES: A major crane refurbishment centre at Stockton-on-Tees. FACTORY VISIT: BKT INDIA: Giant factory producing off -road tyres, including for large quarry trucks. CLASSIC PLANT: STRIPPING SHOVELS: Two-part history concludes with examples that worked here in the UK. INTERVIEW: TOM O’BRIEN: O’Brien Contractors’ latest developments in project management systems. PLANTMOBILIA: CAT 6060: We review Classic Construction Models’ stunning 1:48-scale  mining class excavator.  ']"
06 April 2023,New Metso UK distributor,"https://www.earthmoversmagazine.co.uk/news/view,new-metso-uk-distributor_5898.htm","Newly appointed UK distributor for Metso Outotec crushers, construction equipment distributor, McHale Plant Sales, has chosen the Staffordshire town of Tamworth as the location of its first UK depot. From there, the company will initially service Metso customers across England, Scotland and Wales with an additional outlet in Scotland to follow next year. Chosen for what the company says is its ‘strategic location’ their new Tamworth base is situated on the Lichfield Road Industrial Estate in the town where it will accommodate offices, machine storage, parts warehouse and a repair and maintenance workshop. Commenting, the company’s sales director, Denis McGrath said, “of the many locations we examined, Tamworth stood out as one from which we could reach-out to machinery owners and operators whose priorities in terms of technical back-up and after-sales support we fully understand. In Tamworth we will implement an approach to customer service proven in Ireland and Northern Ireland where sales, service and parts operate in lockstep,” McGrath added. Market ambitions Founded during the 1950s, McHale Plant Sales has grown to become a leading equipment distributor with a significant presence in construction, civil works, forestry, agriculture and environmental sectors. Since 2015, the company has been Metso Outotec distributor in Ireland and in Northern Ireland where experience in both markets led to a decision by Metso, first announced last January, to extend its remit to include England, Scotland and Wales markets. Pictured are Metso Outotec officials Adam Benn (left) and Anthony Bouvié (second right) with a group of McHale Plant Sales officials during a visit to their Dublin base ahead of the announcement by Metso Outotec to extend its distribution remit to include England, Scotland and Wales in addition to its on-going responsibility for Ireland and Northern Ireland markets. Pictured with them, against the backdrop of a Metso Outotec Lokotrack crusher, are (left to right) Darragh O Driscoll (Head of Business Development), Tim Shanahan (Director), Denis McGrath (Director) and Anthony Ryan (Aftersales Director).  "
05 April 2023,AUSA debuts electric dumper,"https://www.earthmoversmagazine.co.uk/news/view,ausa-debuts-electric-dumper_5897.htm","Over 139,000 people visited North America’s largest construction trade show, Conexpo-Con/Agg, meaning that this year there were more attendees than ever before. AUSA had an important role to play at this event, exhibiting several of its most popular models, as well as launching its first fully electric dumper in North America, the D151AEG. During a hectic week, AUSA surpassed its highest forecasts and a large number of potential customers came to see first-hand the manufacturer’s dumpers, rough terrain forklifts and telehandlers. “We are extremely pleased with the results achieved at this year’s Conexpo-Con/Agg. We came to the trade show with high expectations, but the response to our products, especially the D151AEG electric dumper, was even better than we had initially anticipated”, remarked Ignasi Moner, AUSA US Corp CEO. “The dumper has a long journey ahead in North America. We are a major player in the European dumper market and we have been taking innovative ideas and concepts over to North America for a number of years. There is growing appreciation for the value of our products and our commitment to service in the construction sector, as demonstrated by our rapidly expanding dealer network. Our machines are increasingly successful and popular in this market.” Las Vegas line-up This year, AUSA exhibited its recently launched electric dumper, the D151AEG, with a payload of 1,500kg and 900L side-tipping skip. Thanks to its new, fully electric technology, it can complete a full shift on a single charge and features an integrated charger that can quick charge the battery from 20% to 80% in just two hours (230V). The DR601AHG reversible drive dumper was also on the show floor. With its 3,150L swivel skip, along with the rotating operator’s position, this model is said to be an ideal solution for road construction or confined space projects.   Other machines that were showcased at the 3,000sq ft booth include the 2,130L/3,500kg capacity D350AHG dumper, the 2,500kg and 5,000 g capacity C251H and C501H rough terrain forklifts, and the T235H telehandler, with a 2,300kg payload and a maximum lift of 2.3m. "
04 April 2023,Terex recycling plant installed at Collard Group,"https://www.earthmoversmagazine.co.uk/news/view,terex-recycling-plant-installed-at-collard-group_5896.htm","Collard Group, a Reading-based firm involved in recycling and waste management, has chosen Terex Recycling Systems plant to increase the processing capacity of its site and recover cleaner products of higher value, whilst not adding to the manual labour requirements. Initially intended to be a plant upgrade, the Collard Group opted for a full plant installation after being pleased with the first phase of the install. The plant, which is the first Terex Recycling Systems installation, was specifically tailored to suit Collard Group’s site and the material which would be fed into it. Together with their distributor Molson Green, Terex Recycling Systems developed a process which incorporated advanced mechanical separation that would increase Collard Group’s processing capacity and recover products of a higher purity than what was previously achieved. The team worked within restricted space and constraints of fitting the plant inside and around the existing building, all whilst planning the installation around Collard Group’s site works, that included the erection of a new building. Thomas McKiver, Sales Director, Molson Green said, “We are delighted to have sold and installed Terex Recycling Systems' first plant to the Collard Group. This plant will help them achieve their desired targets of increasing processing capacity and to recover greater percentages of cleaner recycling products, thus diverting more material from landfill.” <img alt="""" class=""inline-image"" height=""533"" src=""/ugc-1/1/6/0/Terex Recycling Systems Plant - Coll.jpg"" width=""800""/> How it works The process starts with skip material being loaded into a Waste Feeder and conveyed to a Combi Screen, which separates into four size fractions using a combination of 3D and Flip-Flow screening (0-10mm, 10-50mm, 50-100mm and +100mm). Over-Band Magnets recover ferrous metals from 0-10mm, 10-50mm and 50-100mm, and Air Separators remove light material from 10-50mm and 50-100mm. A Manual Quality Control Picking Station has operators working to remove any remaining contaminants from the 10-100mm heavy fraction. Following this, an Eddy Current Separator recovers non-ferrous metal from the 10-100mm heavy fraction. Another Manual Picking Station has operators recovering materials such as wood, card, and plastic from the +100mm, and an Over-Band Magnet recovers ferrous metal. Finally, an Air Separator removes light material from the +100mm. The outcome is a highly efficient plant that is processing skip waste – a mixture of Commercial and Industrial (C&I) and Construction and Demolition (C&D) waste – to produce 0-10mm fines, ferrous metals, clean 10-100mm heavy fraction (inert), non-ferrous metals, wood, plastic, paper and card, and clean +100m heavy fraction (inert) materials. Robert Collard, Managing Director, Collard Group said, “We at the Collard Group are driven by a zero waste to landfill commitment, we take waste from site, and process it to make it useful again. We call this recycling the past for the future. To achieve this goal, it is important that we have the latest equipment that is optimised to meet our specifications. “Terex Recycling Systems and Molson Green worked with us to ensure the design, delivery and installation of our new plant worked around our site operations, also taking into consideration our site preparation works to include foundations, building modifications and power supply,” Robert continued. “Close collaboration between all parties ensured our requirements in terms of output were met, whilst also keeping the plant footprint to a minimum to aid their site operations.” "
03 April 2023,Euro Auctions to sell Contractors Plant Hire machi...,"https://www.earthmoversmagazine.co.uk/news/view,euro-auctions-to-sell-contractors-plant-hire-machines_5895.htm","Having decided to retire from the business, the director of Contractors Plant Hire Ltd have instructed Euro Auctions to dispose of its ex-hire plant and small tools inventory in a two-day sale to be held in Lambourn, Berkshire, on April 19th to 20th. With over 2,000 lots, ranging from small tools up to 14-tonne excavators, the inventory includes multiple well-maintained and serviced machines from the year 2016 up to 2022. All to be sold to the highest bidder on the day. David Betts, Euro Auctions sales manager commented, “It is not often an inventory like this comes to market. This is a very attractive sale and the industry will be interested in the lots on offer. The business has looked after its inventory very, very well. There are some very attractive late, low hours machines on offer and I think bidding will be strong. To see the entire catalogue of lots, visit www.euroauctions.com for more information, or to register.” Up for grabs are over 150 excavators (most of which are Kubotas), over 120 dumpers, plus tractors, loaders, telescopic Handlers, forklifts, asphalt equipment, compactors/rollers, generators, buckets/attachments, trailers and other farm machinery. "
31 March 2023,New Kobelco SK34SR-7 and SK39SR-7 minis,"https://www.earthmoversmagazine.co.uk/news/view,new-kobelco-sk34sr7-and-sk39sr7-minis_5894.htm","The new Kobelco SK34SR-7 and SK39SR-7 replace the SK30SR-6E and SK35SR-6E and offer improved operability, an updated cabin interior and easier maintenance. The Kobelco SK34SR-7 and SK39SR-7 also promise to deliver superior performance thanks to their increased engine output (from 18 to 19kW). Their larger bucket cylinders (from 65 to 70mm) result in a 15% increase in bucket digging force (from 27.8 to 32kN), while the boom cylinder bore has been increased from 80 to 85mm for improved lifting capacity (SK39SR-7), and increased travel performance and an upgraded hydraulic system deliver faster combined operation. To increase efficiency, the machines’ optional floating dozer blade enables clearing of the ground surface without having to make adjustments to accommodate changes in terrain. The angle dozer (optional) provides 25 degrees of left/right movement for clearing, grading and back-filling. The machines’ quick hitch piping has also been extended by 200mm. Operator comfort and safety was key to the development of the SK34SR-7 and SK39SR-7. The new machines follow Kobelco’s 'Performance x Design' concept, which includes a newly designed cabin interior, to make long operating hours more comfortable. DAB+ radio with FM/AM and AUX, USB, Bluetooth and hands-free telephone functionality come as standard, while the wider wrist rests ensure fatigue-free operation. The mechanical suspension and reclining seat coupled with the powerful air conditioning have also been designed to make the operator feel like they are controlling a much larger machine. <img alt="""" class=""inline-image"" height=""599"" src=""/ugc-1/1/6/0/SK39SR_EU_202edit.jpg"" width=""800""/> The standard 3.5-inch colour display provides important information including operating history, maintenance cycle, and fuel and water temperature gauges. Hydraulic Flow Adjustment (HFA) comes as standard in all proportional hand control models, and the hydraulic oil-flow to the attachments can be adjusted via the same colour display. To improve visibility on the jobsite, particularly when operating during the darker winter months, the new SK34SR-7 and SK39SR-7 have been equipped with two bright LED work lights. Additional working lights can also be installed to the back of the cabin. To reduce downtime for maintenance, the travel levers are now removable, which improves accessibility to the main control valve. Commenting on the introduction of the new Kobelco SK34SR-7 and SK39SR-7, Kobelco Product Manager, Wesley Elverding said, “We’re always listening to our customers to understand what they need from their mini excavators and how they perform on jobsites. As well as offering upgraded performance, increased bucket digging force and improved lifting capabilities, the introduction of the new SK34SR-7 and SK39SR-7 demonstrates how we are developing our mini-excavator technology and machine concepts to better suit the needs of our operators as well as more demanding jobsite conditions.” "
30 March 2023,New Sany SY19E electric mini-excavator,"https://www.earthmoversmagazine.co.uk/news/view,new-sany-sy19e-electric-miniexcavator_5893.htm","Following its UK market debut at the Executive Hire show last month, Sany UK has launched its new electric mini-excavator, the SY19E. The SY19E is a compact and versatile machine designed for a wide range of applications, including urban construction, landscaping and indoor projects. Powered by an electric motor, the machine produces zero emissions, making it an environmentally friendly alternative to traditional diesel-powered excavators. The compact SY19E with fully electric drive is equipped with a lithium iron phosphate (cobalt free) battery which allows for faster, safer and more efficient charging. Battery lifespan is also significantly longer with up to 3,500 full charge cycles which means no secondary battery replacement cost and zero cost toward the battery for the life of the machine, Featuring a single automotive standard charging socket, the machine offers a fully flexible charging solution that provides three charging options as standard, and with no extra charge. There is a 240V domestic option with a 9-hour charge time, a 360V industrial option with a 2.5-hour charge time and finally a DC fast charge option of just 1.5 hours. The CCS2 charging socket also means that there is the additional benefit of being able to charge the machine at fast charge points in places such as petrol stations and hotel car parks. ""We are excited to introduce our new electric mini excavator, the SY19E to the UK market,"" commented Leigh Harris, Business Development Director of Sany UK. ""The machine offers exceptional performance and efficiency, while also contributing to Sany’s commitment to sustainability and reducing our carbon footprint."" The SY19E is equipped with state-of-the-art hydraulic system that delivers fast and smooth operation, even in confined spaces. The machine's compact size and low noise level make it ideal for urban construction and indoor projects where space is limited and noise pollution must be minimised. “The SY19E is a game-changer in the mini-excavator market,” said Harris. ""We believe that it will set a new standard for performance and efficiency in this segment of the industry.” The new electric SY19E excavator comes with a 5-year/3,000-hour warranty, and is available through Sany’s authorised dealer network in the UK and Ireland. "
29 March 2023,Shellplant wins Epiroc Dealer of the Year award,"https://www.earthmoversmagazine.co.uk/news/view,shellplant-wins-epiroc-dealer-of-the-year-award_5892.htm","Epiroc has presented Shellplant with its 2022 Dealer of the Year Award. Shellplant, which celebrated 50 years of trading in 2022, is the official dealer for Epiroc’s hydraulic attachments supporting customers across Bedfordshire, Buckinghamshire, Cambridgeshire, Northamptonshire and Rutland. Keith Lambourne, Epiroc’s Sales Manager for the UK & Ireland said, “Shellplant’s commitment to holding our hydraulic attachment tools in stock has proved particularly successful over the past couple of years when delivery times have been challenging for everyone in the industry. In the last five years alone, Shellplant has doubled sales of hydraulic breakers, compactors, grabs and the supporting spares and consumables.” Established in 1972 as an independent plant and equipment dealership serving the construction sector, Shellplant has grown in strength over the last 50 years of trading from its base in Earls Barton, Northamptonshire to become an eminent name in the industry. Through a combination of extensive stock, including a huge resource of working tools and spare parts, backed up with a well-equipped workshop and a team of fully trained technicians, make Shellplant a trusted partner to Epiroc customers in its region. Julian Payne, Partner of Shellplant said, “We are delighted to have received this award in recognition of our continued growth in sales of Epiroc products. Customers know they can rely on us for product availability and expert support. Through our local knowledge and long heritage in the industry, our valued customers have the peace of mind that the support we give is second to none.” "
28 March 2023,Waste company expands Cat fleet with Finning suppo...,"https://www.earthmoversmagazine.co.uk/news/view,waste-company-expands-cat-fleet-with-finning-support_5891.htm","Waste management and aggregates company L&S Waste Management has taken delivery of seven new Cat machines thanks to business expansion and fleet replacement, citing ‘reliable plant with a great back up service’ from Finning UK & Ireland, the world’s largest dealer of Cat machines and equipment. With waste treatment and recycling facilities in Portsmouth, Fareham and Southampton, the company processes 275,000 tonnes of construction and industrial waste each year together with supplying ready mixed concrete and aggregates from its facilities and has grown from 20 staff to 150 within the last 15 years. Having bought their first Cat machine 14 years ago, the relationship with Finning has gone from strength to strength as support from Finning’s expert team has minimised unplanned downtime.  The latest machines to join their fleet includes five excavators and two-wheel loaders comprising two Cat 313s, two Cat 320s, a 325, and 962M and 938M wheel loaders with additional fire suppression, guards, and belly plates due to the harsh environment they operate in. As all the machines come with a Finning premier warranty, each one is covered for all repairs for up to five years or 8,000 hours. <img alt="""" class=""inline-image"" height=""472"" src=""/ugc-1/1/6/0/catls_1.jpg"" width=""800""/> Steve Harman, Operations Director at L&S Waste Management said, “We’ve been working alongside Finning for many years as we get great service back up from their team and the Cat product is high quality and reliable, which is key for us, as we have such high volumes of material going through our sites. They stand the test of time, and they hold a good residual value, and with the warranty package and guaranteed buy back from Finning you know what your costs are going to be and there are no hidden extras.” Jack Pilgrim, Territory Account Manager for Finning UK & Ireland, said the team were also supporting L&S with asset management as their fleet is connected with Cat VisionLink which provides data on fuel burn, machine health and idle times. Finning is also proactively providing a monthly fleet benchmarking report which is sent to each site manager and senior staff. He said, “Keeping their machines running is top priority for L&S together with running their fleet efficiently, especially since the switch from red diesel last year, so our report for L&S breaks down their data to cover average run time (hrs) and idle time (%), the average fuel burn for their fleet, and the amount of operator-induced fault codes. “We’re proud to support L&S as they continue to grow and expand their fleet and our extended warranty package gives them complete peace of mind that if anything goes wrong with their Cat machine and it needs to come back into the workshop there are no hidden fees, while our UK coverage means we can get an engineer on site fast,” Jack added. "
