뉴스구분,날짜,링크,제목,요약,본문
By Press information,2/17/2023,https://www.volvoce.com/global/en/news-and-events/press-releases/2023/volvo-ce-invests-in-battery-pack-production-at-excavator-plant/,VOLVO CONSTRUCTION EQUIPMENT INVESTS IN BATTERY PACK PRODUCTION AT EXCAVATOR PLANT,"Volvo Construction Equipment (Volvo CE) has announced an investment into battery pack production at its excavator plant in Changwon, South Korea, signalling once again its ambition to drive industry transformation with sustainable solutions.","The Changwon plant in South Korea specializes in the production of excavators and is the biggest excavator production site in Volvo CE
The SEK 80 million ($7.8 million) investment from Volvo Group will enable the plant to begin manufacturing a wide range of battery pack solutions for the Volvo Group
This is another important step forward towards the company’s Science Based Targets commitments and its ambitions to be fossil free, with 35% of machine sales to be electric by 2030
With the SEK 80 million (around $7.8 million) investment from Volvo Group, a new production facility and equipment will be built at the Changwon plant in South Korea – which at around 1.1 million sq. m is the largest excavator production site in Volvo CE, producing around 55% of its total excavator volumes.
The new facility at the Changwon plant will produce a wide range of common electric storage solutions (battery packs) for Volvo Group and become a core competence center for electric excavators. This will enable Volvo Group to offer more sustainable solutions to its APAC markets in a more flexible, cost-effective and agile way and will include supply chain, manufacturing and logistics.
Andy Knight, Head of Operations Excavator and Managing Director of Volvo Group Korea, says: “As the largest plant in Volvo CE and the core site for excavator development and production, Changwon is at the forefront of our shift to a sustainable future.
“This investment is an important milestone in our electrification roadmap and supports our recent investments in production facilities for electric excavators. Changwon is ideally located close to battery module supply partners and other key suppliers in South Korea to meet the needs of customers in the future. We are also home to a highly skilled and motivated workforce who are fully committed to meeting our future environmental targets.”
The new production facility will be built inside the current component workshop at Changwon – without disruption to the existing operation. Once complete the facility will be approximately 2,500 sq. meters including assembly and logistics areas. The building work will begin in April 2023, with battery pack production expected to commence in June 2024.
Coming soon after an announcement to invest in the production of electric wheel loaders at its plant in Arvika, Sweden, and electric haulers from the company’s production facility in Braås, Sweden, this is another sign that Volvo CE is committed to becoming completely fossil free by 2040 – in line with the Paris Agreement and as laid out in its Science Based Target goals. And it is taking another step forward in its ambition to transform the industry through electromobility and other more sustainable solutions.
Volvo CE has already successfully introduced compact electric excavators to the global market with the ECR25 Electric, ECR18 Electric, EC18 Electric and the mid-size EC230 Electric excavators. Together with its compact electric wheel loaders, Volvo CE has one of the largest electric ranges on the market."
By Press information,2/3/2023,https://www.volvoce.com/global/en/news-and-events/press-releases/2023/changes-to-volvo-construction-equipment-executive-management-team/,CHANGES TO VOLVO CONSTRUCTION EQUIPMENT EXECUTIVE MANAGEMENT TEAM,Volvo Construction Equipment (Volvo CE) has made changes to its Executive Management Team (EMT) in order to increase the focus on transformation and operational business performance.,"The former EMT Finance, Strategy & Business Development function is now divided into two separate functions:
Within finance, Klara Eiritz has been appointed Head of Finance to drive all accounting and financial planning related matters within Volvo CE.
 For Strategy & Business Development, Philippe Henriette has been appointed Head of Strategy & Business Development.
Klara Eiritz, has been appointed Head of Finance and will become a new member of the EMT. Klara currently serves as Head of Business Control and Sourcing for Market Area Europe and Latin America at Ericsson and previously served in a number of senior finance positions over 14 years working for Sandvik.
Financial Planning & Analysis, Sales & Operations Planning, Accounting & Internal Control, Finance OEM and Brussels Site Support functions will report into Klara. She will be based in Eskilstuna, Sweden.
Klara comments: “Having spent many years working in the engineering industry, I look forward to joining a market-leader like Volvo CE and leading the finance function as we continue our growth journey.”
Philippe Henriette has been appointed Head of Strategy & Business Development to lead and drive this strengthened EMT. Currently Senior Vice President Finance, Digital, IT and Business Development at Volvo CE, in his new role he will be responsible for supporting Volvo CE in its ambitions and address a number of the company’s key challenges and strategic issues.
Strategy, Business Development, CE Engineering Solutions (CEES), Global Load Out Solutions and Digital & IT functions will all report into Philippe and will continue to be based in Gothenburg.
Philippe comments: “In a world that is changing at an increasingly rapid rate, the need for a clear focus on our transform agenda so that we continue to grow our company and take a leadership position in a time of change is critical. I am excited to take on the challenge.”
The changes will be effective no later than 1 August 2023.
“I believe these changes re-enforce our transformation agenda, allowing us to closely manage our performance and at the same time have a clear focus on driving our transformation agenda. I welcome all the those mentioned to their new roles,” says Melker Jernberg, Head of Volvo CE."
By Press information,1/30/2023,https://www.volvoce.com/global/en/news-and-events/press-releases/2023/jonas-bergstrand-appointed-head-of-legal-at-volvo-ce/,JONAS BERGSTRAND APPOINTED HEAD OF LEGAL AT VOLVO CONSTRUCTION EQUIPMENT,Jonas Bergstrand has been appointed Head of Legal at Volvo Construction Equipment (Volvo CE) and will become a new member of the Executive Management Team (EMT).,"Jonas was most recently Executive Vice President (EVP) and Head of Legal, M&A and Procurement at steelmaker SSAB. He brings an impressive track record of senior roles at SSAB. Earlier in his career he has also worked for ABB and Ericsson.
He replaces Nina Aresund, who as earlier communicated took up the role of EVP Legal and Compliance at Volvo Group at the end of 2022.
Jonas comments: “I welcome this opportunity to work closer with end customers using our products and to join Volvo CE at this critical time of transformation both in the company and the industry.”
Jonas will take up his new role no later than 1 August 2023 and be based in Eskilstuna, Sweden.
“Jonas is a proven business leader who will bring a lot to the Executive Management Team and make an important contribution to Volvo CE’s growth journey,” comments Melker Jernberg, Head of Volvo CE."
By Press information,1/26/2023,https://www.volvoce.com/global/en/news-and-events/press-releases/2023/volvo-ce-increases-sales-and-continues-industry-transformation-in-q4-2022/,"VOLVO CONSTRUCTION EQUIPMENT INCREASES SALES AND CONTINUES INDUSTRY TRANSFORMATION IN Q4, 2022","Volvo Construction Equipment (Volvo CE) has achieved a steady rise in sales across both the last quarter and the full year, 2022 – securing good profitability while accelerating in the sustainable industry transformation.","All global markets have enjoyed an increase in machine sales over the last quarter 2022 – with North America seeing the highest rise of 54%, thanks to strong activity in the infrastructure segment. Meanwhile China, which has continued to be impacted by low economic activity last year during the Covid-19 pandemic and ongoing lockdowns, saw an increase in sales and deliveries in Q4 due to the introduction of emission regulations.
In Q4, 2022 net sales increased by 27% to SEK 27,596 M (21,812), with a contribution from both machine sales and the service market. Adjusted for currency movements net sales increased by 13%, of which net sales of machines were up by 15% and service sales remained on a similar level. For the full year 2022, net sales rose 9% amounting to SEK 100,261 M (92,031). Adjusted operating income for the full year totaling SEK 13,244 M (12,228), and corresponding to an adjusted operating margin of 13.2% (13.3).
Global net order intake has continued to remain low with a decline of 23% from Q4, 2021 – although still slightly more orders than the last quarter Q3, 2022 – largely due to restrictive order slotting caused by large order books and long lead times in North America and Europe, as well as stopped sales in Russia. However, deliveries have increased by 4%, again thanks to emission regulations coming into effect in China and the good demand in North America and Asia.
ACCELERATED TRANSFORMATION
While maintaining a steady financial performance, Volvo CE has continued to innovate this quarter by introducing powerful new solutions for the here and now and investing into a more sustainable future. The company is continuing to work towards its vision for zero accident worksites with the introduction of automatic braking feature Collision Mitigation System for Volvo wheel loaders.
Volvo CE also announced a largescale investment into its facility in Braås, Sweden. Over the coming years the plant will be adapted to produce a larger range of articulated haulers with different types of powertrains, including electric. These products will join one of the largest ranges of electric machines on the market, including the Volvo electric compact wheel loaders and excavators, and the larger mid-size EC230 Electric excavator.
Melker Jernberg, Head of Volvo CE, says: “We continue to take steps in our transformation journey – continuing to deliver reliable, efficient and more sustainable solutions fit for our customers’ needs today, while driving investment across our business towards our fossil-free future.”
MARKET DEVELOPMENT
Except for China, activity in the construction industry has remained good across many regions, primarily driven by ongoing infrastructure investments and favorable commodity prices. Underlying demand in the North American market remained solid due to steady infrastructure activity and in South America, the overall market in Q4 was impacted by a slowdown of investments in Brazil. Meanwhile in Europe the market remained relatively steady despite signals of a weakening business climate.
Most Asian markets enjoyed continued high demand for commodities, partially off-set by lower construction activity in key markets such as South Korea and Thailand. And while China was still affected by restrictions and lockdowns caused by the Covid-19 pandemic, it did however see a positive development due to the fact pre-bought electric machine sales were coming into effect from December 1, when emission regulations were introduced.
Table 1. Volvo Construction Equipment, net sales by market area, in Millions of Swedish Krona (SEK)."
By Press information,1/23/2023,https://www.volvoce.com/global/en/news-and-events/press-releases/2023/volvo-ce-leads-industry-change-with-milestone-investment-into-electric-wheel-loaders/,VOLVO CONSTRUCTION EQUIPMENT LEADS INDUSTRY CHANGE WITH MILESTONE INVESTMENT INTO ELECTRIC WHEEL LOADERS,"As part of its ambition towards industry transformation through sustainable solutions, Volvo Construction Equipment (Volvo CE) has announced an investment into the production of electric wheel loaders from its plant in Arvika, Sweden.","The Arvika factory in Sweden specializes in the production of medium and large wheel loaders and has already been successful in driving down its carbon emissions.
The SEK 65 million ($6.3 million) investment from Volvo Group will allow for the phased production of electric wheel loaders.
A milestone in the company’s ambition to be entirely fossil free by 2040, the move will also go a long way to fulfilling Volvo CE’s aim for 35% of machines sold to be electric by 2030.
The SEK 65 million (around $6.3 million) investment from Volvo Group will allow the Arvika factory in Sweden – which specializes in the production of medium and large wheel loaders – to expand its facilities with a new building and allow for the phased introduction of new electric wheel loaders.
It is not only a milestone in the plant’s almost 140-year history, but a significant moment for Volvo CE and its determination to be completely fossil free by 2040 – in line with the aims of the Paris Agreement and as laid out in the manufacturer’s industry leading Science-Based Target goals. It is also a pioneering step forward in its ambition for 35% of its machines sold to be electric by 2030.
Coming soon after an announcement to invest in electric haulers from the company’s production facility in Braås, Sweden, it is also a signpost that Volvo CE is committed to achieving more sustainable solutions for customers across all its product lines – and is dedicated to driving that change forward in the here and now. These announcements are part of an investment strategy that allows Volvo CE to advance electric solutions across its production facilities, including also the Konz facility in Germany, Belley in France and Changwon in South Korea, where other electric machines are made.
Site Manager Mikael Liljestrand says: “This is a clear signal of our commitment to building the world we want to live in. It is more than 40 years since we last invested in a new building and what better reason now than to invest in our future, our planet and the next generation. We know that this is not only important to our customers and stakeholders, who rightly have high expectations on us, but it is also close to our hearts to be part of something bigger in building our future.”
Volvo CE has already successfully introduced compact electric wheel loaders to the global market with the L20 Electric and L25 Electric wheel loaders proving to be efficient, zero-exhaust emission solutions capable of driving down carbon emissions while maintaining high productivity across a variety of customer applications. Together with the ECR25 Electric, ECR18 Electric and EC18 Electric compact excavators and the mid-size EC230 Electric excavator, Volvo CE has one of the largest electric ranges on the market.
SUSTAINABILITY TRANSFORMATION
Thanks to the investment, Arvika will erect a new building, approximately 1,500 sq m, which will allow the facility to free up areas inside its assembly factory to be able to build electric wheel loaders. While it has not yet been announced which models will begin their electric transformation and exactly when, production of both electric wheel loaders and more traditional wheel loaders fitted with combustion engines will continue for now on the same production line.
Volvo CE will ensure a phased introduction model by model, taking into account all aspects of the electric ecosystem as it does so, including infrastructure requirements, charging solutions, battery handling and business models. The result will be reliable mid-size and larger electric wheel loaders that can easily be integrated into customers’ business.
It is not the first sustainability initiative from the Arvika facility. Despite actually increasing production last year, the factory managed to reduce its internal climate footprint by 350 tons of CO2 thanks to a variety of emission reduction efforts.
“Our goal at the factory in Arvika, as well as Volvo CE and the entire Volvo Group is to be climate-smart and to produce fossil-free machines,” continues Mikael. “Together, we are quite clear that we want to lead this transformation and be the driving force of more sustainable ways of working for the benefit of our planet. This investment is Arvika’s exciting first step towards electrification.”
Building work is set to begin later this year, with further announcements on when production will begin to come."
By Press information,1/18/2023,https://www.volvoce.com/global/en/news-and-events/press-releases/2023/volvo-ce-to-showcase-solutions-for-a-changing-industry-at-conexpo2023/,VOLVO CE TO SHOWCASE SOLUTIONS FOR A CHANGING INDUSTRY AT CONEXPO 2023,"Attendees will have the opportunity to test drive compact electric models, plus discover all-new customized services to intelligently grow their businesses.","Volvo Construction Equipment (Volvo CE) is building a one-of-a-kind booth experience at the CONEXPO-CON/AGG 2023 tradeshow to help customers and other attendees be ready for an ever-changing business environment.
With a theme of “Change Starts Here. Be Ready For It,” the 55,000 square-foot Volvo booth, F8926 in the Festival Grounds, will feature the company’s newest and most popular products, cutting-edge services and technology in a dedicated Solutions Hall, two areas where attendees can test drive electric excavators and wheel loaders, construction industry influencers like the “Gold Rush” cast, and more.
“We are committed to being a fossil free company by 2040, But words will not reach targets. Only moving from words to action will,” said Melker Jernberg, president of Volvo CE. “There is no time to waste and that´s why we say ‘Change Starts Here’ because as we are demonstrating technology is developing fast and that’s where ‘Be Ready for It’ comes in. At Conexpo we want to help our customers be prepared for the change by showcasing our wide range of commercially available electric machines packaged with related charging infrastructure and other sustainable power alternatives.”
In addition to two large operating arenas in the booth for electric machines, Volvo CE will also showcase its electric lineup expansion with the 23-ton EC230 Electric mid-size excavator and DD25 Electric asphalt compactor, which was introduced today at the Volvo pre-CONEXPO press conference.
But a view into the future of the construction industry doesn’t stop with electric. Volvo CE will also display autonomous concepts, the world’s first hydrogen fuel cell articulated hauler, a remote-controlled unit and much more as the company works to help more customers reach their own efficiency and carbon reduction goals. 
Also in the Volvo booth, F8926, will be the company’s next series of excavators, with a model unveiled the morning the show opens, and the upgraded L350 wheel loader. Tried-and-true Volvo excavators, wheel loaders, haulers and other products will also be on display with product experts ready to answer attendees’ questions.
Other Volvo Group companies will also be in the booth, including a truck from Volvo Trucks, engines from Volvo Penta and representatives from Volvo Financial Services.
MORE THAN THE IRON
Inside the Solutions Hall, attendees will be able to speak to experts about services and technology that can be tailored to the way they do business to grow now and well into the future. Solution offerings include:
Site solutions that give customers tailored recommendations for their fleet — regardless of brand — to optimize site setup and reduce the risk of accidents.
Business solutions to help customers streamline transactions, better control costs and maximize their uptime potential so they can stay focused on their core business.
Financial solutions including valuable bundles and unique offers that help customers better manage cash flow during seasonal slowdowns.
ActiveCare® Direct, Volvo’s one-of-a-kind telematics machine monitoring and reporting service, that provides proactive fleet intelligence to save customers time and money on diagnosing machine issues.
Attendees can also meet members of Discovery Channel’s “Gold Rush” cast Tuesday through Friday in the Volvo booth, as well as other popular construction industry influencers during a meet-and-greet Wednesday afternoon. 
They can also get an up-close look at a real FIA World Rallycross electric race car. As the official track building partner of the FIA World Rallycross Championship, Volvo CE continues to drive industry transformation toward sustainable power both on and off the track.
For those unable to attend CONEXPO 2023 in person or who want exclusive content, Volvo CE is also hosting a virtual experience that brings the show to homes and offices around the world. Those interested in watching new product launches, experiencing machine walkarounds, interacting with Volvo experts and more can register now for this exclusive online event to be a part of the show.
“Whether someone joins us in Las Vegas or virtually, we have a great show planned for them with a mix of machines and services, hands-on opportunities and educational sessions — and I’m confident it will be both enlightening and fun,” said Stephen Roy, president, Region North America at Volvo CE.
For more information on the Volvo booth at CONEXPO 2023, visit the Volvo CONEXPO web page for full show details."
By Press information,1/18/2023,https://www.volvoce.com/global/en/news-and-events/press-releases/2023/volvo-ce-introduces-first-electric-machine-for-road-segment/,VOLVO CE INTRODUCES FIRST ELECTRIC MACHINE FOR ROAD SEGMENT,Volvo Construction Equipment (Volvo CE) is unveiling its latest addition to its growing portfolio of electric machines – and its first for the road segment – with the DD25 Electric asphalt compactor.,"The DD25 Electric will be unveiled at CONEXPO 2023 in Las Vegas, from March 14-18 – and is expected to be available on select markets from Q1 2024
A compact double-drum asphalt compactor, the DD25 Electric is a zero-exhaust emission solution for small scale compaction projects including street repairs and patching, parking lots, driveways, municipalities and rental houses
Its introduction is an important milestone in Volvo CE’s journey toward electromobility and its ambition to build a more sustainable construction future
The Volvo DD25 Electric will make its debut at this year’s CONEXPO trade show in Las Vegas. The newest addition to Volvo CE’s lineup of electric machines, the DD25 Electric is the first Volvo CE produced electric machine designed specifically for the asphalt industry.
This latest innovation is an important milestone in Volvo CE’s ambition to reach net zero value chain greenhouse gas emissions by 2040 – as validated by the Science Based Targets initiative – and is part of Volvo Group’s target to have at least 35% of its total range of vehicles fully electric by 2030.
Ray Gallant, Vice President Product Management and Productivity at Volvo CE North America, says: “As a global leader in construction solutions, delivering premium products and services, we not only have a responsibility to reduce our carbon footprint, but we are committed to leading the way and providing real-life solutions for our customers that will help them meet their own sustainability goals. We are proud to expand our portfolio of electric machines and extend our offering to the road segment.”
The DD25 Electric is the first Volvo CE produced electric machine designed specifically for the asphalt industry.
PAVING THE WAY FOR ZERO EMISSIONS
The electric driveline of the DD25 Electric is based upon the same proven architecture and components found on Volvo CE’s ECR25 Electric compact excavator and L25 Electric compact wheel loader - the first electric machines available for the construction market, launched in 2020 - which are proving a success in a variety of different applications and markets across the globe.
Its zero-emission operation makes the DD25 Electric ideal for sensitive or urban environments with strict emission regulations and for organizations who are looking to meet their own sustainability goals. Zero tailpipe emissions also mean a cleaner and more enjoyable work environment for operators, site teams and passers-by. If used alongside other electric powered equipment, such as the Volvo EC18 Electric, ECR18 Electric and the ECR25 Electric compact excavators, the larger EC230 Electric excavator, or the L25 Electric and L20 Electric compact wheel loaders, the DD25 Electric offers the opportunity for a zero-emission workplace.
Expected to operate for a full shift on a single charge depending upon the type of job and intensity of the work cycle, the DD25 Electric has the same charging solutions as its forerunners the ECR25 Electric and L25 Electric, allowing customers to choose the right solution depending on their operational requirements. The machine comes with an integrated on-board charger which enables charging from 0 to 100% in as little as three hours depending on AC power level. With an optional off-board DC fast charger this can be achieved in little over an hour, and this also offers a practical solution to top-up the machine’s charge during the lunch break.
Its zero-emission operation makes the DD25 Electric ideal for sensitive or urban environments
HIGH PERFORMING
Combining the proven Volvo Asphalt Compactor platform with battery power, the DD25 Electric offers 24 kW of available power, 30% more than the conventional Volvo DD25B. The result is a more responsive machine in terms of speed and vibrations, which performs better on grade, thanks to the size of its components, and better at high elevations, when compared to a diesel machine which loses power as you increase altitude.
360-degree visibility and high frequency compaction allow operators to achieve a smooth finish asphalt surface with speed. Frequency can be adjusted from 3500 vpm / 55 Hz to 4000 vpm / 67 Hz to cater for different applications.
And with no engine to service - and electric components, batteries and motors all maintenance free, maintenance requirements are reduced too, saving customers time and money.
With the introduction of this latest electric machine, Volvo CE continues to lead the way with products and solutions to help its customers reduce their total cost of ownership and carbon footprint, while meeting its own sustainability goals."
By Press information,1/11/2023,https://www.volvoce.com/global/en/news-and-events/press-releases/2023/volvo-ce-introduces-collision-mitigation-system-for-jobsite-safety/,VOLVO CE INTRODUCES COLLISION MITIGATION SYSTEM FOR JOBSITE SAFETY,"Delivering on its vision for zero accidents, Volvo Construction Equipment (Volvo CE) launches its Collision Mitigation System for Volvo Wheel Loaders – an automatic braking feature that supports operator response and helps reduce the risk or consequences of collision when working in reverse.","The first system of its kind from any original equipment manufacturer (OEM), it assists operators while working in reverse and automatically applies service brakes when the wheel loader approaches any obstacle, alerting the operator to take further action. With wheel loaders spending an average of 40-50% of their time being driven in reverse, the Collision Mitigation System is a valuable solution for operators and site managers.
While not designed to ever replace safe operator behavior, it is a smart tool to further enhance jobsite safety – a central focus and core value for Volvo CE since the company’s inception. As part of the Volvo Group, the company is committed to safety with its Zero Accident Vision which is delivered not only through its products, but also its operations.
Lars Eriksson, Global Product Manager for wheel loaders at Volvo CE says: “We at Volvo CE continue to proactively develop intelligent solutions which not only mitigate the consequences of accidents but strive to avoid them altogether. This new Collision Mitigation System is one important part of our work to reduce the risk of accidents and help fulfil our commitment towards zero accidents.”
HOW IT WORKS
With this new system, customers are moving a step closer to not only eliminating accidents – and therefore improving jobsite safety for everyone – but also reducing any unplanned interruptions that can be incurred during those avoidable knocks and bumps.
It works by identifying when there is a risk of collision and responding by automatically activating the brakes for 2-3 seconds to slow the machine down prior to impact or bring it to a stop to avoid it. This initiation of the braking alerts the operator to intervene.
Collision Mitigation System enhances jobsite safety.
And for seamless stockpiling operations, the system will remember the last slope the machine climbed, allowing operators to reverse down a pile without activating it. It can also be temporarily deactivated for specific site conditions.
Functioning only when the wheel loader is in reverse and driving at speeds of between 3-15 km/h (1.86-9.32mp/h), no matter what gear it is in, it serves as a facilitator to jobsite safety. Even assistance systems like this cannot totally eliminate accidents though, which is why Volvo CE always advocates for safe operator driving behavior.
A BOOST FOR JOBSITE SAFETY
Developed in-house by Volvo CE, the patent-pending Collision Mitigation System for Volvo Wheel Loaders is a factory-fit option currently available on the L110H/L120H equipped with OptiShift, L150H, L180H, L220H, L260H and L200H High Lift wheel loaders.
Requiring a Radar Detect System to be fitted, it works as an additional system to the existing wide range of features, options and site services provided by Volvo CE for its line of wheel loaders, all of which have been designed to elevate jobsite safety and minimize unplanned interruptions.
Collision Mitigation System is available in all markets around the world.
The solution assists operators while working in reverse"
By Press information,11/24/2022,https://www.volvoce.com/global/en/news-and-events/press-releases/2022/volvo-ce-partners-on-swedens-largest-fossil-free-worksite/,VOLVO CE PARTNERS ON SWEDEN'S LARGEST FOSSIL FREE WORKSITE,"More than 2,000 tons of CO2 will be saved in a partnership to transform a 100-year-old meat-packing district in the center of Stockholm, Sweden, setting a new benchmark for almost entirely fossil-free construction sites.","Volvo Construction Equipment (Volvo CE) is working with the City of Stockholm, construction company Skanska, Volvo CE dealer Swecon and other like-minded partners in the pioneering urban development of Stockholm city’s meat packing district.
The EC230 Electric, a new 23-ton battery electric excavator from Volvo CE, will play a key role in constructing the neighborhood of 3,000 homes and 14,000 workplaces – helping to build with the lowest possible greenhouse gas emissions.
As Sweden’s largest fossil free worksite, it is set to save approximately 2,012 tons of CO2 emissions, the equivalent of 35 trucks driving about eight hours a day over one year.
The 100-year-old ‘Slakthusområdet’ area of Stockholm city center in Sweden, also known as the meat-packing district, will become a testbed for innovation and emission-free construction equipment as work begins on its urban transformation. Construction is set to finish in 2033 and when open to the public, it will provide 3,000 new homes and 14,000 workplaces.
Sustainability has been built in from the project’s inception with a stipulation for fossil-free contracts, including transport to and from the construction site. With a particular requirement that at least one of the larger excavators working on site should be electric, there was only one partner for the job: Volvo CE and its industry-leading range of electric construction equipment.
When finished, the site will provide 3,000 homes and 14,000 workplaces
TRANSFORMATION THROUGH ELECTRIFICATION
The new 23-ton EC230 Electric excavator, offered in selected markets, has already been proving its potential across a range of applications and is one of only a few mid-size electric machines commercially available. Early next year it will be put to work in Stockholm, together with a mobile peak-shaving power unit supplied by Volvo CE, to help excavate 75,000 tons of rock and 96,000 tons of soil in the first stages of the project, for an estimated 2,700 working hours.
Fredrik Tjernström, responsible for Electromobility Solutions Sales at Volvo CE, says: “Partnership is how we can accelerate our journey towards emission-free jobsites. We have powerful and reliable solutions like our EC230 Electric providing all the benefits of electric equipment: zero exhaust emissions, near silence and more comfortable operation. But it is by collaborating with partners like Skanska and the City of Stockholm, who are aligned with our mission to build a better world, that we can really drive the transformation of our industry in a much more holistic way.""
Lisa Kroon, project manager at Skanska, says: “It is Sweden's largest testbed in an urban environment for fossil-free contracting, where we will convert almost 35,000 machine hours to fossil-free. We want to challenge building standards and find new innovations, and we do this in collaboration with, among others, Volvo CE.” 
  Lisa Kroon says: “We can challenge building standards and find new innovations through collaboration”
A TESTBED FOR INNOVATION
Insights from the EC230 Electric’s use will not only be instrumental in helping Volvo CE build the world we want to live in through our electric solutions – providing data on factors such as productivity, cost and scalability – but will also prove useful for other partners in their ongoing ambitions to reduce climate impact through their work.
Anders Österberg, deputy financial councillor and chairman of the exploitation committee in the City of Stockholm, says: “We want to drive the development of fossil-free contracts, and we can do that by setting tender requirements in our procurements. In the contract, where large amounts of rock and soil are to be excavated, one of the requirements is that at least 10% of the machine hours must be powered by electricity.” 
Anders Österberg: “We want to drive the deployment of fossil-free contracts”
Fredrik adds: “The type of procurement that the City of Stockholm has required for fossil-free contracts will contribute to a breakthrough in the transition to electric machines. The EC230 Electric will contribute to 2,700 fossil-free hours in the project.”
Richard Sjöblom, Excavator Operator for Skanska, has had overwhelmingly positive feedback after operating the EC230 Electric, particularly in terms of the ease of charging and the performance of the machine when testing it across different applications. He says: “If I had the choice of an electric or diesel machine in this size class I would choose electric as there are so many advantages over a diesel machine. When the machine was delivered to site there were many sceptics who thought the machine didn’t have the capacity to last the whole day, but they have all been proved wrong!”
Operator Richard Sjöblom says he would now choose to drive electric over diesel
In addition to the EC230 Electric, it is required that all other machines be run on HVO (hydrogenated vegetable oil) – a biofuel which reduces greenhouse gas emissions by up to 90%."
By Press information,11/9/2022,https://www.volvoce.com/global/en/news-and-events/press-releases/2022/emission-free-recycling-in-bavaria-with-electric-machines-from-volvo-ce/,EMISSION-FREE RECYCLING IN BAVARIA WITH ELECTRIC MACHINES FROM VOLVO CE,"German recycling firm, Böhm Entsorgung, is using electric machines from Volvo Construction Equipment (Volvo CE)","German firm Böhm Entsorgung is putting its Volvo L25 Electric wheel loader from Volvo Construction Equipment (Volvo CE) to good use – helping process materials for recycling in its enclosed trans-shipment hall
Its zero emissions make it ideal for use in enclosed spaces
Compact but powerful, the L25 Electric makes light work of heavy materials like paper and plastic materials
German firm Böhm Entsorgung is making quite a name for itself in its hometown of Möttingen as a trailblazer in the recycling of paper, wood and plastic. In its enclosed trans-shipment hall, a Volvo L25 Electric wheel loader from Volvo Construction Equipment (Volvo CE) has just finished sorting a delivery of raw materials for further processing – all completed without emitting any exhaust fumes.
Wastepaper is an important raw material. “In Europe, 75% of paper is currently recycled,” explains Manuel Reinsch, Managing Director of Böhm-Entsorgungs GmbH. “In order to achieve such a high recycling rate, the raw material must first be sorted to ensure that it is as pure as possible, dry, and free from contaminants, such as glue or staples.”
Zero-emission, the Volvo L25 Electric is ideal for use in enclosed spaces
For this reason, Böhm Entsorgung has built a large trans-shipment hall on its 60,000 square metre site, where the containers with wastepaper that has been collected from printing plants, industrial companies and recycling centres can be unloaded and kept dry, whatever the weather.
Between stacks of paper bales, the electric wheel loader uses its shovel to pull apart the mountain of paper that has just been delivered and unloaded from a truck and pushes the material in manageable quantities onto a conveyor belt which then feeds the paper to the press. The fact that the new Volvo L25 Electric wheel loader moves almost silently around the hall goes mostly unnoticed over the noise from the conveyor belts and large presses. However low noise operation was not the deciding factor for the purchase of an electric wheel loader from Volvo CE. “For us, it was crucial that the wheel loader did not emit any exhaust gases because it is predominantly used in enclosed spaces,” explains Manuel Reinsch.
The Volvo L25 Electric packs a battery capacity of 39kWh so it can work continuously for six hours before it requires charging
MAKING ENVIRONMENTAL PROTECTION A CORPORATE GOAL
For this family-run recycling company, an environmentally friendly operation is of great importance. At its state-of-the-art facilities, its 90 employees feed waste and raw materials of all kinds into the recycling process.
Solar panels cover the hall roofs, supplying electricity to power the operation of the presses, shredders and conveyor belts – and now also for charging the firm’s Volvo L25 Electric. “Wheel loaders with an electric drive are an important step for us towards a climate-neutral future,” says Manuel Reinsch. A second electric wheel loader, the slightly smaller, more compact Volvo L20 Electric is already on order from Volvo CE.
With a battery capacity of 39kWh, the Volvo L25 Electric can work continuously for six hours before it requires charging. This is more than sufficient for one working day, as driver Christian Gorowoy determined within just the first few months of use.
Christian is enthusiastic about the performance of the Volvo L25 Electric. “Paper and plastic films are very heavy materials, but the Volvo L25 Electric can handle them effortlessly,” says Gorowoy. He also appreciates the manoeuvrability and good all-round visibility afforded by the machine. And he is pleased that his employer is investing in climate-friendly technologies. “We all need to do something, for the future of our children.”
A LONG-STANDING VOLVO CE CUSTOMER
Böhm Entsorgung has used Volvo CE machines for many years. In its machine park, there are two Volvo L150H wheel loaders as well as two material handlers, an EW240E and an EW160E with elevated cab, both of which are ideal for waste and recycling applications and are used here for sorting old materials and loading the containers.
“The quality, performance and efficiency of Volvo machines speak for themselves,” says Manuel Reinsch. “But the first-class service and excellent support we receive from Alexander Lemke and the entire team at German Dealer Robert Aebi GmbH is just as important.”"
